Komuna,Viti Akademik,Niveli Akademik,Mosha,Gjinia,Numri i nxenesve,Komuna_encoded,Niveli Akademik_encoded,Mosha_encoded,Gjinia_encoded,TSNE-1,TSNE-2,Cluster
Fushe Kosove,2020,Institucionet publike parauniversitare,18-19,Femer,4456,3,1,1,0,1.6056342,-5.681172,7
Fushe Kosove,2021,Para-fillor,5-6,Mashkull,70,3,3,2,1,55.994972,0.6893936,0
Fushe Kosove,2021,Para-fillor,5-6,Femer,73,3,3,2,0,54.219803,43.251694,1
Fushe Kosove,2021,Fillor mesem i ulet,6-15,Mashkull,4061,3,0,3,1,-64.548386,-21.732101,2
Fushe Kosove,2021,Fillor mesem i ulet,6-15,Femer,3786,3,0,3,0,-40.007153,48.97357,3
Fushe Kosove,2021,Mesem i larte,15-18,Mashkull,735,3,2,0,1,26.339525,-60.421776,4
Fushe Kosove,2021,Mesem i larte,15-18,Femer,745,3,2,0,0,14.448626,46.4888,5
Fushe Kosove,2021,Institucionet publike parauniversitare,18-19,Mashkull,4930,3,1,1,1,-27.806292,-44.707203,6
Fushe Kosove,2021,Institucionet publike parauniversitare,18-19,Femer,4656,3,1,1,0,0.251685,-5.7410307,7
Fushe Kosove,2022,Para-fillor,5-6,Mashkull,80,3,3,2,1,54.0911,1.286301,0
Fushe Kosove,2022,Para-fillor,5-6,Femer,70,3,3,2,0,53.822323,45.224625,1
Fushe Kosove,2022,Fillor mesem i ulet,6-15,Mashkull,4282,3,0,3,1,-65.6069,-22.052254,2
Fushe Kosove,2022,Fillor mesem i ulet,6-15,Femer,4052,3,0,3,0,-41.040176,49.48993,3
Fushe Kosove,2022,Mesem i larte,15-18,Mashkull,686,3,2,0,1,25.677055,-62.099102,4
Fushe Kosove,2022,Mesem i larte,15-18,Femer,689,3,2,0,0,14.245452,48.27432,5
Fushe Kosove,2022,Institucionet publike parauniversitare,18-19,Mashkull,5124,3,1,1,1,-28.616762,-45.08621,6
Fushe Kosove,2022,Institucionet publike parauniversitare,18-19,Femer,4878,3,1,1,0,-0.75224596,-5.729333,7
Fushe Kosove,2023,Para-fillor,5-6,Mashkull,70,3,3,2,1,52.752346,1.7483168,0
Fushe Kosove,2023,Para-fillor,5-6,Femer,70,3,3,2,0,53.57326,46.61329,1
Fushe Kosove,2023,Fillor mesem i ulet,6-15,Mashkull,4515,3,0,3,1,-66.385605,-22.351841,2
Fushe Kosove,2023,Fillor mesem i ulet,6-15,Femer,4130,3,0,3,0,-41.828888,49.825825,3
Fushe Kosove,2023,Mesem i larte,15-18,Mashkull,668,3,2,0,1,25.087032,-63.32434,4
Fushe Kosove,2023,Mesem i larte,15-18,Femer,655,3,2,0,0,13.960086,49.616024,5
Fushe Kosove,2023,Institucionet publike parauniversitare,18-19,Mashkull,5341,3,1,1,1,-29.266588,-45.267097,6
Fushe Kosove,2023,Institucionet publike parauniversitare,18-19,Femer,4905,3,1,1,0,-1.3878635,-5.630557,7
Gjakove,2015,Para-fillor,5-6,Mashkull,610,4,3,2,1,68.34687,-5.750328,0
Gjakove,2015,Para-fillor,5-6,Femer,497,4,3,2,0,54.455162,29.282593,1
Gjakove,2015,Fillor mesem i ulet,6-15,Mashkull,7135,4,0,3,1,-57.543785,-23.01553,2
Gjakove,2015,Fillor mesem i ulet,6-15,Femer,6494,4,0,3,0,-32.715946,49.024582,3
Gjakove,2015,Mesem i larte,15-18,Mashkull,2335,4,2,0,1,27.454243,-47.920425,4
Gjakove,2015,Mesem i larte,15-18,Femer,1953,4,2,0,0,12.342963,33.90969,5
Gjakove,2015,Institucionet publike parauniversitare,18-19,Mashkull,10219,4,1,1,1,-28.968193,-37.72633,6
Gjakove,2015,Institucionet publike parauniversitare,18-19,Femer,9065,4,1,1,0,3.0073752,-11.45232,7
Gjakove,2016,Para-fillor,5-6,Mashkull,574,4,3,2,1,67.10461,-5.084193,0
Gjakove,2016,Para-fillor,5-6,Femer,546,4,3,2,0,54.44096,30.677797,1
Gjakove,2016,Fillor mesem i ulet,6-15,Mashkull,6871,4,0,3,1,-58.142387,-22.922085,2
Gjakove,2016,Fillor mesem i ulet,6-15,Femer,6045,4,0,3,0,-33.329067,48.85158,3
Gjakove,2016,Mesem i larte,15-18,Mashkull,2302,4,2,0,1,27.291887,-49.022095,4
Gjakove,2016,Mesem i larte,15-18,Femer,2049,4,2,0,0,12.504648,35.08967,5
Gjakove,2016,Institucionet publike parauniversitare,18-19,Mashkull,9908,4,1,1,1,-28.942852,-38.20502,6
Gjakove,2016,Institucionet publike parauniversitare,18-19,Femer,8770,4,1,1,0,2.79302,-10.992266,7
Gjakove,2017,Para-fillor,5-6,Mashkull,635,4,3,2,1,65.309395,-3.9866486,0
Gjakove,2017,Para-fillor,5-6,Femer,510,4,3,2,0,54.556896,32.797264,1
Gjakove,2017,Fillor mesem i ulet,6-15,Mashkull,6506,4,0,3,1,-59.036293,-22.84504,2
Gjakove,2017,Fillor mesem i ulet,6-15,Femer,5826,4,0,3,0,-34.201912,48.923725,3
Gjakove,2017,Mesem i larte,15-18,Mashkull,2341,4,2,0,1,27.157192,-50.732567,4
Gjakove,2017,Mesem i larte,15-18,Femer,2214,4,2,0,0,12.843072,36.827225,5
Gjakove,2017,Institucionet publike parauniversitare,18-19,Mashkull,9651,4,1,1,1,-29.04342,-38.865788,6
Gjakove,2017,Institucionet publike parauniversitare,18-19,Femer,8666,4,1,1,0,2.2968616,-10.531254,7
Gjakove,2018,Para-fillor,5-6,Mashkull,611,4,3,2,1,63.11793,-2.8338456,0
Gjakove,2018,Para-fillor,5-6,Femer,514,4,3,2,0,54.50517,35.323135,1
Gjakove,2018,Fillor mesem i ulet,6-15,Mashkull,6218,4,0,3,1,-60.202118,-22.84472,2
Gjakove,2018,Fillor mesem i ulet,6-15,Femer,562,4,0,3,0,-36.649113,43.945385,3
Gjakove,2018,Mesem i larte,15-18,Mashkull,2331,4,2,0,1,26.913412,-52.70537,4
Gjakove,2018,Mesem i larte,15-18,Femer,2184,4,2,0,0,13.131699,38.82508,5
Gjakove,2018,Institucionet publike parauniversitare,18-19,Mashkull,9323,4,1,1,1,-29.214792,-39.757885,6
Gjakove,2018,Institucionet publike parauniversitare,18-19,Femer,8456,4,1,1,0,1.6885487,-9.972811,7
Gjakove,2019,Para-fillor,5-6,Mashkull,532,4,3,2,1,60.728596,-1.702409,0
Gjakove,2019,Para-fillor,5-6,Femer,437,4,3,2,0,54.37236,37.967842,1
Gjakove,2019,Fillor mesem i ulet,6-15,Mashkull,6019,4,0,3,1,-61.545017,-22.870588,2
Gjakove,2019,Fillor mesem i ulet,6-15,Femer,5366,4,0,3,0,-37.07854,49.359055,3
Gjakove,2019,Mesem i larte,15-18,Mashkull,2181,4,2,0,1,26.715654,-55.767826,4
Gjakove,2019,Mesem i larte,15-18,Femer,2061,4,2,0,0,13.694493,41.74333,5
Gjakove,2019,Institucionet publike parauniversitare,18-19,Mashkull,8932,4,1,1,1,-29.381231,-40.80597,6
Gjakove,2019,Institucionet publike parauniversitare,18-19,Femer,8035,4,1,1,0,1.0526987,-9.253922,7
Gjakove,2020,Para-fillor,5-6,Mashkull,488,4,3,2,1,58.275604,-0.6657146,0
Gjakove,2020,Para-fillor,5-6,Femer,489,4,3,2,0,54.132816,40.589134,1
Gjakove,2020,Fillor mesem i ulet,6-15,Mashkull,5826,4,0,3,1,-62.952946,-22.868378,2
Gjakove,2020,Fillor mesem i ulet,6-15,Femer,5196,4,0,3,0,-38.383484,49.59937,3
Gjakove,2020,Mesem i larte,15-18,Mashkull,2031,4,2,0,1,26.268805,-57.72811,4
Gjakove,2020,Mesem i larte,15-18,Femer,1827,4,2,0,0,13.763056,43.96279,5
Gjakove,2020,Institucionet publike parauniversitare,18-19,Mashkull,8556,4,1,1,1,-29.544994,-41.763157,6
Gjakove,2020,Institucionet publike parauniversitare,18-19,Femer,7672,4,1,1,0,0.32540336,-8.537649,7
Gjakove,2021,Para-fillor,5-6,Mashkull,460,4,3,2,1,55.888626,0.2690691,0
Gjakove,2021,Para-fillor,5-6,Femer,435,4,3,2,0,53.80589,43.1723,1
Gjakove,2021,Fillor mesem i ulet,6-15,Mashkull,5630,4,0,3,1,-64.26479,-22.83195,2
Gjakove,2021,Fillor mesem i ulet,6-15,Femer,5144,4,0,3,0,-39.648335,49.886,3
Gjakove,2021,Mesem i larte,15-18,Mashkull,1902,4,2,0,1,25.589128,-59.97412,4
Gjakove,2021,Mesem i larte,15-18,Femer,1753,4,2,0,0,13.651869,46.287632,5
Gjakove,2021,Institucionet publike parauniversitare,18-19,Mashkull,8192,4,1,1,1,-29.75492,-42.699417,6
Gjakove,2021,Institucionet publike parauniversitare,18-19,Femer,7487,4,1,1,0,-0.44657138,-7.975169,7
Gjakove,2022,Para-fillor,5-6,Mashkull,484,4,3,2,1,53.877266,0.9045576,0
Gjakove,2022,Para-fillor,5-6,Femer,412,4,3,2,0,53.388855,45.23861,1
Gjakove,2022,Fillor mesem i ulet,6-15,Mashkull,5427,4,0,3,1,-65.38012,-22.820269,2
Gjakove,2022,Fillor mesem i ulet,6-15,Femer,5060,4,0,3,0,-40.74533,50.12827,3
Gjakove,2022,Mesem i larte,15-18,Mashkull,1746,4,2,0,1,24.955275,-61.7776,4
Gjakove,2022,Mesem i larte,15-18,Femer,1650,4,2,0,0,13.465287,48.172733,5
Gjakove,2022,Institucionet publike parauniversitare,18-19,Mashkull,7906,4,1,1,1,-30.003721,-43.50143,6
Gjakove,2022,Institucionet publike parauniversitare,18-19,Femer,7321,4,1,1,0,-1.1036699,-7.4950385,7
Gjakove,2023,Para-fillor,5-6,Mashkull,426,4,3,2,1,52.544655,1.4254158,0
Gjakove,2023,Para-fillor,5-6,Femer,372,4,3,2,0,53.193077,46.651516,1
Gjakove,2023,Fillor mesem i ulet,6-15,Mashkull,5162,4,0,3,1,-66.20544,-22.777918,2
Gjakove,2023,Fillor mesem i ulet,6-15,Femer,4888,4,0,3,0,-41.562042,50.260292,3
Gjakove,2023,Mesem i larte,15-18,Mashkull,1560,4,2,0,1,24.574842,-63.040478,4
Gjakove,2023,Mesem i larte,15-18,Femer,1574,4,2,0,0,13.397743,49.46086,5
Gjakove,2023,Institucionet publike parauniversitare,18-19,Mashkull,7451,4,1,1,1,-30.037573,-44.233612,6
Gjakove,2023,Institucionet publike parauniversitare,18-19,Femer,7113,4,1,1,0,-1.5981051,-7.0837054,7
Gjilan,2015,Para-fillor,5-6,Mashkull,605,5,3,2,1,68.28422,-6.1489096,0
Gjilan,2015,Para-fillor,5-6,Femer,560,5,3,2,0,54.078583,29.142235,1
Gjilan,2015,Fillor mesem i ulet,6-15,Mashkull,6574,5,0,3,1,-57.448273,-22.659725,2
Gjilan,2015,Fillor mesem i ulet,6-15,Femer,6343,5,0,3,0,-32.67666,48.865707,3
Gjilan,2015,Mesem i larte,15-18,Mashkull,2526,5,2,0,1,27.263636,-47.861294,4
Gjilan,2015,Mesem i larte,15-18,Femer,2672,5,2,0,0,12.183561,34.105614,5
Gjilan,2015,Institucionet publike parauniversitare,18-19,Mashkull,9830,5,1,1,1,-28.740688,-37.7338,6
Gjilan,2015,Institucionet publike parauniversitare,18-19,Femer,9698,5,1,1,0,2.8000164,-11.658168,7
Gjilan,2016,Para-fillor,5-6,Mashkull,584,5,3,2,1,66.992836,-5.515114,0
Gjilan,2016,Para-fillor,5-6,Femer,541,5,3,2,0,54.024357,30.579369,1
Gjilan,2016,Fillor mesem i ulet,6-15,Mashkull,6258,5,0,3,1,-58.073296,-22.481457,2
Gjilan,2016,Fillor mesem i ulet,6-15,Femer,6007,5,0,3,0,-33.307175,48.74308,3
Gjilan,2016,Mesem i larte,15-18,Mashkull,2589,5,2,0,1,27.093828,-49.016163,4
Gjilan,2016,Mesem i larte,15-18,Femer,2873,5,2,0,0,12.384466,35.295933,5
Gjilan,2016,Institucionet publike parauniversitare,18-19,Mashkull,9555,5,1,1,1,-28.701284,-38.223507,6
Gjilan,2016,Institucionet publike parauniversitare,18-19,Femer,9543,5,1,1,0,2.5215318,-11.292534,7
Gjilan,2017,Para-fillor,5-6,Mashkull,689,5,3,2,1,65.12811,-4.394591,0
Gjilan,2017,Para-fillor,5-6,Femer,599,5,3,2,0,54.104137,32.754234,1
Gjilan,2017,Fillor mesem i ulet,6-15,Mashkull,5936,5,0,3,1,-59.055054,-22.419567,2
Gjilan,2017,Fillor mesem i ulet,6-15,Femer,5719,5,0,3,0,-34.215397,48.786003,3
Gjilan,2017,Mesem i larte,15-18,Mashkull,2673,5,2,0,1,27.01536,-50.61583,4
Gjilan,2017,Mesem i larte,15-18,Femer,2802,5,2,0,0,12.68851,36.667458,5
Gjilan,2017,Institucionet publike parauniversitare,18-19,Mashkull,9396,5,1,1,1,-28.872921,-38.893353,6
Gjilan,2017,Institucionet publike parauniversitare,18-19,Femer,9217,5,1,1,0,2.1140745,-10.766614,7
Gjilan,2018,Para-fillor,5-6,Mashkull,597,5,3,2,1,62.90656,-3.2240024,0
Gjilan,2018,Para-fillor,5-6,Femer,544,5,3,2,0,54.057922,35.309826,1
Gjilan,2018,Fillor mesem i ulet,6-15,Mashkull,5733,5,0,3,1,-60.274544,-22.459913,2
Gjilan,2018,Fillor mesem i ulet,6-15,Femer,5591,5,0,3,0,-35.497612,49.043648,3
Gjilan,2018,Mesem i larte,15-18,Mashkull,2501,5,2,0,1,26.761133,-52.602093,4
Gjilan,2018,Mesem i larte,15-18,Femer,2531,5,2,0,0,12.942915,38.683548,5
Gjilan,2018,Institucionet publike parauniversitare,18-19,Mashkull,9,5,1,1,1,-18.470026,-44.93048,6
Gjilan,2018,Institucionet publike parauniversitare,18-19,Femer,8819,5,1,1,0,1.597984,-10.130877,7
Gjilan,2019,Para-fillor,5-6,Mashkull,656,5,3,2,1,60.54643,-2.1192756,0
Gjilan,2019,Para-fillor,5-6,Femer,575,5,3,2,0,53.916004,37.912037,1
Gjilan,2019,Fillor mesem i ulet,6-15,Mashkull,5553,5,0,3,1,-61.6358,-22.49426,2
Gjilan,2019,Fillor mesem i ulet,6-15,Femer,5326,5,0,3,0,-37.085247,49.282654,3
Gjilan,2019,Mesem i larte,15-18,Mashkull,2311,5,2,0,1,26.525938,-55.745274,4
Gjilan,2019,Mesem i larte,15-18,Femer,2367,5,2,0,0,13.578547,41.891354,5
Gjilan,2019,Institucionet publike parauniversitare,18-19,Mashkull,8699,5,1,1,1,-29.241766,-40.882748,6
Gjilan,2019,Institucionet publike parauniversitare,18-19,Femer,8430,5,1,1,0,0.97555166,-9.444122,7
Gjilan,2020,Para-fillor,5-6,Mashkull,579,5,3,2,1,58.100037,-1.0727664,0
Gjilan,2020,Para-fillor,5-6,Femer,492,5,3,2,0,53.677258,40.562035,1
Gjilan,2020,Fillor mesem i ulet,6-15,Mashkull,5440,5,0,3,1,-63.02868,-22.552242,2
Gjilan,2020,Fillor mesem i ulet,6-15,Femer,5188,5,0,3,0,-38.382885,49.55271,3
Gjilan,2020,Mesem i larte,15-18,Mashkull,2082,5,2,0,1,26.053925,-57.663418,4
Gjilan,2020,Mesem i larte,15-18,Femer,2326,5,2,0,0,13.655619,43.672836,5
Gjilan,2020,Institucionet publike parauniversitare,18-19,Mashkull,8293,5,1,1,1,-29.38341,-41.86755,6
Gjilan,2020,Institucionet publike parauniversitare,18-19,Femer,8182,5,1,1,0,0.23540111,-8.809605,7
Gjilan,2021,Para-fillor,5-6,Mashkull,528,5,3,2,1,55.689068,-0.13476953,0
Gjilan,2021,Para-fillor,5-6,Femer,500,5,3,2,0,53.35323,43.148495,1
Gjilan,2021,Fillor mesem i ulet,6-15,Mashkull,5336,5,0,3,1,-64.32443,-22.589277,2
Gjilan,2021,Fillor mesem i ulet,6-15,Femer,5017,5,0,3,0,-39.69026,49.766315,3
Gjilan,2021,Mesem i larte,15-18,Mashkull,1983,5,2,0,1,25.358807,-59.894604,4
Gjilan,2021,Mesem i larte,15-18,Femer,2197,5,2,0,0,13.445817,46.133545,5
Gjilan,2021,Institucionet publike parauniversitare,18-19,Mashkull,8043,5,1,1,1,-29.640448,-42.777122,6
Gjilan,2021,Institucionet publike parauniversitare,18-19,Femer,7920,5,1,1,0,-0.52632284,-8.229344,7
Gjilan,2022,Para-fillor,5-6,Mashkull,544,5,3,2,1,53.60794,0.54770696,0
Gjilan,2022,Para-fillor,5-6,Femer,539,5,3,2,0,52.95401,45.29233,1
Gjilan,2022,Fillor mesem i ulet,6-15,Mashkull,5144,5,0,3,1,-65.44902,-22.588535,2
Gjilan,2022,Fillor mesem i ulet,6-15,Femer,5044,5,0,3,0,-40.77452,50.08591,3
Gjilan,2022,Mesem i larte,15-18,Mashkull,1903,5,2,0,1,24.698652,-61.72851,4
Gjilan,2022,Mesem i larte,15-18,Femer,2019,5,2,0,0,13.226727,48.109474,5
Gjilan,2022,Institucionet publike parauniversitare,18-19,Mashkull,7809,5,1,1,1,-29.915226,-43.566483,6
Gjilan,2022,Institucionet publike parauniversitare,18-19,Femer,7829,5,1,1,0,-1.2060039,-7.826265,7
Gjilan,2023,Para-fillor,5-6,Mashkull,554,5,3,2,1,52.276436,1.126509,0
Gjilan,2023,Para-fillor,5-6,Femer,542,5,3,2,0,52.80857,46.741222,1
Gjilan,2023,Fillor mesem i ulet,6-15,Mashkull,5122,5,0,3,1,-66.256485,-22.70859,2
Gjilan,2023,Fillor mesem i ulet,6-15,Femer,4997,5,0,3,0,-41.561188,50.30489,3
Gjilan,2023,Mesem i larte,15-18,Mashkull,1795,5,2,0,1,24.311594,-63.02134,4
Gjilan,2023,Mesem i larte,15-18,Femer,1860,5,2,0,0,13.153748,49.47966,5
Gjilan,2023,Institucionet publike parauniversitare,18-19,Mashkull,7701,5,1,1,1,-30.147644,-44.118927,6
Gjilan,2023,Institucionet publike parauniversitare,18-19,Femer,7613,5,1,1,0,-1.6698862,-7.389471,7
Gllogovc,2015,Para-fillor,5-6,Mashkull,470,6,3,2,1,68.1697,-6.6000066,0
Gllogovc,2015,Para-fillor,5-6,Femer,443,6,3,2,0,53.638916,29.005796,1
Gllogovc,2015,Fillor mesem i ulet,6-15,Mashkull,4908,6,0,3,1,-57.232185,-21.446806,2
Gllogovc,2015,Fillor mesem i ulet,6-15,Femer,4514,6,0,3,0,-32.56184,47.468266,3
Gllogovc,2015,Mesem i larte,15-18,Mashkull,1575,6,2,0,1,26.667728,-47.456886,4
Gllogovc,2015,Mesem i larte,15-18,Femer,1414,6,2,0,0,11.449758,33.717793,5
Gllogovc,2015,Institucionet publike parauniversitare,18-19,Mashkull,7016,6,1,1,1,-27.042929,-38.19805,6
Gllogovc,2015,Institucionet publike parauniversitare,18-19,Femer,6438,6,1,1,0,4.210535,-9.8766775,7
Gllogovc,2016,Para-fillor,5-6,Mashkull,499,6,3,2,1,66.876434,-5.992901,0
Gllogovc,2016,Para-fillor,5-6,Femer,485,6,3,2,0,53.54785,30.467813,1
Gllogovc,2016,Fillor mesem i ulet,6-15,Mashkull,4664,6,0,3,1,-57.86719,-21.233858,2
Gllogovc,2016,Fillor mesem i ulet,6-15,Femer,4284,6,0,3,0,-33.231197,47.397533,3
Gllogovc,2016,Mesem i larte,15-18,Mashkull,1560,6,2,0,1,26.406254,-48.60971,4
Gllogovc,2016,Mesem i larte,15-18,Femer,1471,6,2,0,0,11.502331,34.91317,5
Gllogovc,2016,Institucionet publike parauniversitare,18-19,Mashkull,6782,6,1,1,1,-26.987803,-38.682606,6
Gllogovc,2016,Institucionet publike parauniversitare,18-19,Femer,6279,6,1,1,0,3.9548354,-9.51058,7
Gllogovc,2017,Para-fillor,5-6,Mashkull,527,6,3,2,1,64.94413,-4.864743,0
Gllogovc,2017,Para-fillor,5-6,Femer,492,6,3,2,0,53.612354,32.691463,1
Gllogovc,2017,Fillor mesem i ulet,6-15,Mashkull,4575,6,0,3,1,-58.995224,-21.304842,2
Gllogovc,2017,Fillor mesem i ulet,6-15,Femer,4250,6,0,3,0,-34.350735,47.67317,3
Gllogovc,2017,Mesem i larte,15-18,Mashkull,1618,6,2,0,1,26.360382,-50.712498,4
Gllogovc,2017,Mesem i larte,15-18,Femer,1490,6,2,0,0,11.98274,37.011185,5
Gllogovc,2017,Institucionet publike parauniversitare,18-19,Mashkull,6780,6,1,1,1,-27.107574,-39.408337,6
Gllogovc,2017,Institucionet publike parauniversitare,18-19,Femer,6286,6,1,1,0,3.4495885,-9.018843,7
Gllogovc,2018,Para-fillor,5-6,Mashkull,441,6,3,2,1,62.68156,-3.682804,0
Gllogovc,2018,Para-fillor,5-6,Femer,427,6,3,2,0,53.56125,35.284393,1
Gllogovc,2018,Fillor mesem i ulet,6-15,Mashkull,4453,6,0,3,1,-60.385624,-21.445251,2
Gllogovc,2018,Fillor mesem i ulet,6-15,Femer,4121,6,0,3,0,-35.839,48.00793,3
Gllogovc,2018,Mesem i larte,15-18,Mashkull,1471,6,2,0,1,26.138168,-52.870964,4
Gllogovc,2018,Mesem i larte,15-18,Femer,1413,6,2,0,0,12.423208,39.144245,5
Gllogovc,2018,Institucionet publike parauniversitare,18-19,Mashkull,6425,6,1,1,1,-27.16044,-40.635727,6
Gllogovc,2018,Institucionet publike parauniversitare,18-19,Femer,6017,6,1,1,0,2.8602211,-8.213711,7
Gllogovc,2019,Para-fillor,5-6,Mashkull,459,6,3,2,1,60.309998,-2.5661407,0
Gllogovc,2019,Para-fillor,5-6,Femer,443,6,3,2,0,53.416405,37.89949,1
Gllogovc,2019,Fillor mesem i ulet,6-15,Mashkull,4341,6,0,3,1,-61.800556,-21.606083,2
Gllogovc,2019,Fillor mesem i ulet,6-15,Femer,4036,6,0,3,0,-37.298588,48.415928,3
Gllogovc,2019,Mesem i larte,15-18,Mashkull,1342,6,2,0,1,25.79451,-55.283276,4
Gllogovc,2019,Mesem i larte,15-18,Femer,1259,6,2,0,0,12.64937,41.53615,5
Gllogovc,2019,Institucionet publike parauniversitare,18-19,Mashkull,6191,6,1,1,1,-27.42249,-41.98791,6
Gllogovc,2019,Institucionet publike parauniversitare,18-19,Femer,5798,6,1,1,0,2.0528796,-7.3904786,7
Gllogovc,2020,Para-fillor,5-6,Mashkull,450,6,3,2,1,57.868042,-1.5427605,0
Gllogovc,2020,Para-fillor,5-6,Femer,405,6,3,2,0,53.15135,40.537834,1
Gllogovc,2020,Fillor mesem i ulet,6-15,Mashkull,4265,6,0,3,1,-63.185593,-21.78254,2
Gllogovc,2020,Fillor mesem i ulet,6-15,Femer,3967,6,0,3,0,-38.64507,48.790565,3
Gllogovc,2020,Mesem i larte,15-18,Mashkull,1272,6,2,0,1,25.262646,-57.697002,4
Gllogovc,2020,Mesem i larte,15-18,Femer,1215,6,2,0,0,12.776645,44.10542,5
Gllogovc,2020,Institucionet publike parauniversitare,18-19,Mashkull,6044,6,1,1,1,-27.854061,-43.162003,6
Gllogovc,2020,Institucionet publike parauniversitare,18-19,Femer,5646,6,1,1,0,1.0241805,-6.796318,7
Gllogovc,2021,Para-fillor,5-6,Mashkull,377,6,3,2,1,55.437607,-0.6086317,0
Gllogovc,2021,Para-fillor,5-6,Femer,397,6,3,2,0,52.832363,43.130936,1
Gllogovc,2021,Fillor mesem i ulet,6-15,Mashkull,4146,6,0,3,1,-64.522736,-21.826008,2
Gllogovc,2021,Fillor mesem i ulet,6-15,Femer,3820,6,0,3,0,-40.002842,49.009827,3
Gllogovc,2021,Mesem i larte,15-18,Mashkull,1211,6,2,0,1,24.61214,-59.926216,4
Gllogovc,2021,Mesem i larte,15-18,Femer,1180,6,2,0,0,12.678558,46.44007,5
Gllogovc,2021,Institucionet publike parauniversitare,18-19,Mashkull,5789,6,1,1,1,-28.329016,-44.10649,6
Gllogovc,2021,Institucionet publike parauniversitare,18-19,Femer,5453,6,1,1,0,-0.010142268,-6.3716917,7
Gllogovc,2022,Para-fillor,5-6,Mashkull,409,6,3,2,1,53.306313,0.13509884,0
Gllogovc,2022,Para-fillor,5-6,Femer,408,6,3,2,0,52.452503,45.365124,1
Gllogovc,2022,Fillor mesem i ulet,6-15,Mashkull,4005,6,0,3,1,-65.758224,-21.776783,2
Gllogovc,2022,Fillor mesem i ulet,6-15,Femer,3735,6,0,3,0,-41.258526,49.212162,3
Gllogovc,2022,Mesem i larte,15-18,Mashkull,1119,6,2,0,1,23.942156,-61.872993,4
Gllogovc,2022,Mesem i larte,15-18,Femer,1112,6,2,0,0,12.499619,48.482094,5
Gllogovc,2022,Institucionet publike parauniversitare,18-19,Mashkull,5584,6,1,1,1,-28.888584,-44.749725,6
Gllogovc,2022,Institucionet publike parauniversitare,18-19,Femer,5315,6,1,1,0,-0.9258845,-6.0833125,7
Gllogovc,2023,Para-fillor,5-6,Mashkull,371,6,3,2,1,52.00136,0.7459884,0
Gllogovc,2023,Para-fillor,5-6,Femer,339,6,3,2,0,52.332054,46.80217,1
Gllogovc,2023,Fillor mesem i ulet,6-15,Mashkull,3844,6,0,3,1,-66.60262,-21.826828,2
Gllogovc,2023,Fillor mesem i ulet,6-15,Femer,3677,6,0,3,0,-42.0852,49.4651,3
Gllogovc,2023,Mesem i larte,15-18,Mashkull,1152,6,2,0,1,23.723862,-63.145046,4
Gllogovc,2023,Mesem i larte,15-18,Femer,1123,6,2,0,0,12.584036,49.78055,5
Gllogovc,2023,Institucionet publike parauniversitare,18-19,Mashkull,5432,6,1,1,1,-29.341318,-45.20815,6
Gllogovc,2023,Institucionet publike parauniversitare,18-19,Femer,5211,6,1,1,0,-1.5652474,-5.8582916,7
Hani i Elezit,2015,Para-fillor,5-6,Mashkull,766,7,3,2,1,68.07448,-7.037928,0
Hani i Elezit,2015,Para-fillor,5-6,Femer,766,7,3,2,0,53.201714,28.895035,1
Hani i Elezit,2015,Fillor mesem i ulet,6-15,Mashkull,766,7,0,3,1,-56.63892,-14.178155,2
Hani i Elezit,2015,Fillor mesem i ulet,6-15,Femer,693,7,0,3,0,-32.55338,40.64608,3
Hani i Elezit,2015,Mesem i larte,15-18,Mashkull,179,7,2,0,1,25.343636,-46.852543,4
Hani i Elezit,2015,Mesem i larte,15-18,Femer,191,7,2,0,0,10.105378,33.516224,5
Hani i Elezit,2015,Institucionet publike parauniversitare,18-19,Mashkull,1011,7,1,1,1,-17.16827,-41.92613,6
Hani i Elezit,2015,Institucionet publike parauniversitare,18-19,Femer,940,7,1,1,0,8.896028,1.6168494,7
Hani i Elezit,2016,Para-fillor,5-6,Mashkull,940,7,3,2,1,66.76668,-6.416946,0
Hani i Elezit,2016,Para-fillor,5-6,Femer,940,7,3,2,0,53.119408,30.360186,1
Hani i Elezit,2016,Fillor mesem i ulet,6-15,Mashkull,751,7,0,3,1,-57.53895,-14.229036,2
Hani i Elezit,2016,Fillor mesem i ulet,6-15,Femer,662,7,0,3,0,-33.523815,40.815678,3
Hani i Elezit,2016,Mesem i larte,15-18,Mashkull,157,7,2,0,1,25.003809,-48.094448,4
Hani i Elezit,2016,Mesem i larte,15-18,Femer,186,7,2,0,0,10.115298,34.77635,5
Hani i Elezit,2016,Institucionet publike parauniversitare,18-19,Mashkull,988,7,1,1,1,-17.459318,-42.54729,6
Hani i Elezit,2016,Institucionet publike parauniversitare,18-19,Femer,910,7,1,1,0,8.220299,1.5735494,7
Hani i Elezit,2017,Para-fillor,5-6,Mashkull,910,7,3,2,1,64.76942,-5.296165,0
Hani i Elezit,2017,Para-fillor,5-6,Femer,910,7,3,2,0,53.140102,32.63799,1
Hani i Elezit,2017,Fillor mesem i ulet,6-15,Mashkull,751,7,0,3,1,-58.916748,-14.2548,2
Hani i Elezit,2017,Fillor mesem i ulet,6-15,Femer,662,7,0,3,0,-35.221825,41.196518,3
Hani i Elezit,2017,Mesem i larte,15-18,Mashkull,159,7,2,0,1,24.67169,-50.28331,4
